source,hour_start_UTC,lon0,lat0,lon1,lat1,mass_kg
TK2,2023-03-19T17:00:00,92.0,40.0,93.0,41.0,289128.42087903083
TK2,2023-03-19T17:00:00,93.0,39.0,94.0,40.0,13043.851102259618
TK2,2023-03-19T17:00:00,93.0,40.0,94.0,41.0,21691.00376836125
TK1,2023-03-19T18:00:00,80.0,38.0,81.0,39.0,20544.226595705026
TK1,2023-03-19T18:00:00,80.0,39.0,81.0,40.0,647228.9336360432
TK1,2023-03-19T18:00:00,80.0,40.0,81.0,41.0,118719.88726944005
TK1,2023-03-19T18:00:00,81.0,38.0,82.0,39.0,48360.08164389378
TK1,2023-03-19T18:00:00,81.0,39.0,82.0,40.0,500918.1828096749
TK1,2023-03-19T18:00:00,81.0,40.0,82.0,41.0,101681.23040974204
TK1,2023-03-19T18:00:00,82.0,39.0,83.0,40.0,43934.755405424556
TK1,2023-03-19T18:00:00,82.0,40.0,83.0,41.0,9971.424468939756
TK1,2023-03-19T18:00:00,87.0,38.0,88.0,39.0,571.0396725745562
TK1,2023-03-19T18:00:00,87.0,39.0,88.0,40.0,1710.0710003394584
TK1,2023-03-19T18:00:00,87.0,40.0,88.0,41.0,63466.50603255487
TK1,2023-03-19T18:00:00,87.0,41.0,88.0,42.0,53471.57958275756
TK1,2023-03-19T18:00:00,88.0,38.0,89.0,39.0,631.2883162058617
TK1,2023-03-19T18:00:00,88.0,39.0,89.0,40.0,9082.243865992785
TK1,2023-03-19T18:00:00,88.0,40.0,89.0,41.0,388714.1368135805
TK1,2023-03-19T18:00:00,88.0,41.0,89.0,42.0,363394.926041626
TK1,2023-03-19T18:00:00,89.0,37.0,90.0,38.0,0.6534718458160513
TK1,2023-03-19T18:00:00,89.0,38.0,90.0,39.0,1161.3434053537674
TK1,2023-03-19T18:00:00,89.0,39.0,90.0,40.0,43964.69853753774
TK1,2023-03-19T18:00:00,89.0,40.0,90.0,41.0,349499.83797241765
TK1,2023-03-19T18:00:00,89.0,41.0,90.0,42.0,440209.656065823
